time	V(vout)
1.804812637313660e-02	2.009382e+00
1.804873255158140e-02	2.029629e+00
1.804932783242027e-02	2.050168e+00
1.804990978366926e-02	2.070875e+00
1.805049531900046e-02	2.092337e+00
1.805109928155667e-02	2.115133e+00
1.805173994612424e-02	2.140044e+00
1.805244584959352e-02	2.168358e+00
1.805324970309713e-02	2.201700e+00
1.805420158375546e-02	2.242682e+00
1.805536767831764e-02	2.295075e+00
1.805684628780098e-02	2.364901e+00
1.805877254817568e-02	2.461378e+00
1.806135278007069e-02	2.599849e+00
1.806485862491436e-02	2.801406e+00
1.806890182398846e-02	3.040363e+00
1.807181006978537e-02	3.189940e+00
1.807502008428305e-02	3.302982e+00
1.807648019539971e-02	3.328596e+00
1.807828214401198e-02	3.341200e+00
1.807974380709786e-02	3.348082e+00
1.808165171101977e-02	3.355524e+00
1.808955144979357e-02	3.383380e+00
1.809771931165349e-02	3.408666e+00
1.811405503537332e-02	3.453051e+00
1.814672648281299e-02	3.528478e+00
1.821206937769232e-02	3.656385e+00
1.830149006182149e-02	3.801900e+00
1.845337930538588e-02	3.998883e+00
1.854729800272132e-02	4.087452e+00
1.861134255955861e-02	4.125103e+00
1.865771959930889e-02	4.139732e+00
1.869233510419463e-02	4.142533e+00
1.873369197869594e-02	4.136414e+00
1.877802604878140e-02	4.117906e+00
1.882970863003047e-02	4.070159e+00
1.891347760050017e-02	3.938410e+00
1.892949054257564e-02	3.872583e+00
1.896151642672660e-02	3.577420e+00
1.897841028207534e-02	3.243672e+00
1.899671058922852e-02	2.668832e+00
1.900634265416066e-02	2.359857e+00
1.901375069053499e-02	2.206329e+00
1.901702389608543e-02	2.181535e+00
1.902047163424102e-02	2.172393e+00
1.902363865401315e-02	2.163689e+00
1.902997269355740e-02	2.147318e+00
1.903777145901074e-02	2.128524e+00
1.904973442264669e-02	2.102188e+00
1.907133885534214e-02	2.059155e+00
1.911057278861014e-02	1.988825e+00
1.918904065514615e-02	1.860456e+00
1.929864112784408e-02	1.696787e+00
1.935504098291693e-02	1.630394e+00
1.939800936449377e-02	1.599293e+00
1.944224461885500e-02	1.581382e+00
1.948351588611156e-02	1.571052e+00
1.953573882753661e-02	1.562809e+00
1.962792731515475e-02	1.554061e+00
1.973856635856682e-02	1.548247e+00
1.978735287747225e-02	1.547137e+00
1.982363250456865e-02	1.547085e+00
1.986389784530169e-02	1.547644e+00
1.991209535371893e-02	1.549127e+00
1.996234034469219e-02	1.552051e+00
2.004381857841402e-02	1.564586e+00
2.017374644242501e-02	1.606133e+00
2.018979651121996e-02	1.629515e+00
2.021165648847009e-02	1.712464e+00
2.021931694797519e-02	1.776587e+00
2.022429724030338e-02	1.848008e+00
2.022790702191623e-02	1.917547e+00
2.023034792745589e-02	1.974470e+00
2.023195067338494e-02	2.016913e+00
2.023305896574555e-02	2.048746e+00
2.023381388888896e-02	2.071632e+00
2.023439447710863e-02	2.089906e+00
2.023493924894468e-02	2.107577e+00
2.023549716975702e-02	2.126211e+00
2.023622986579872e-02	2.151570e+00
2.023753853902498e-02	2.198832e+00
2.023877295849283e-02	2.245694e+00
2.024031952367104e-02	2.307848e+00
2.024212800164414e-02	2.384960e+00
2.024422225784128e-02	2.480181e+00
2.024676822166082e-02	2.604189e+00
2.024996338029092e-02	2.771348e+00
2.025404238578940e-02	2.987788e+00
2.025989405496615e-02	3.242663e+00
2.026527851859165e-02	3.369626e+00
2.026958239696983e-02	3.401715e+00
2.027327276957575e-02	3.413757e+00
2.027713186847600e-02	3.426624e+00
2.028435390552145e-02	3.448164e+00
2.029403644835018e-02	3.474851e+00
2.030883534842481e-02	3.511646e+00
2.033640725053444e-02	3.572592e+00
2.038907579845074e-02	3.675215e+00
2.049441289428333e-02	3.855791e+00
2.062987816045217e-02	4.053261e+00
2.075992658978088e-02	4.202080e+00
2.084248506345493e-02	4.267858e+00
2.090011485313254e-02	4.295280e+00
2.094233996987779e-02	4.304582e+00
2.097881699475826e-02	4.304678e+00
2.101372411148409e-02	4.297263e+00
2.105347128954854e-02	4.278332e+00
2.110685598434683e-02	4.224290e+00
2.119333123955164e-02	4.074701e+00
2.120755896533198e-02	4.007892e+00
2.123601441689265e-02	3.710025e+00
2.125204580491027e-02	3.372365e+00
2.126895498036234e-02	2.825537e+00
2.127809199169065e-02	2.524965e+00
2.128527554566429e-02	2.370547e+00
2.128892221799061e-02	2.341188e+00
2.129223341584186e-02	2.332086e+00
2.129593444460105e-02	2.322088e+00
2.131365870443579e-02	2.278877e+00
2.133218680449021e-02	2.239933e+00
2.136821110024326e-02	2.172779e+00
2.144025969174936e-02	2.052061e+00
2.156817532563804e-02	1.857081e+00
2.172284593452815e-02	1.658331e+00
2.179281462740824e-02	1.603054e+00
2.185917479176963e-02	1.580435e+00
2.190739784247442e-02	1.571965e+00
2.196034449946718e-02	1.566963e+00
2.204977009990165e-02	1.562845e+00
2.209356501903926e-02	1.562436e+00
2.213363138926705e-02	1.563483e+00
2.218370578149665e-02	1.566530e+00
2.223325073705457e-02	1.573023e+00
2.231361188832611e-02	1.597031e+00
2.236495847190051e-02	1.636968e+00
2.238678533136059e-02	1.701815e+00
2.241186681817021e-02	1.901390e+00
2.242631745910577e-02	2.168338e+00
2.243978115836550e-02	2.613543e+00
2.245276123634556e-02	3.155091e+00
2.245886267373001e-02	3.359214e+00
2.246404997980979e-02	3.436409e+00
2.246929004054577e-02	3.459296e+00
2.247414458522022e-02	3.473416e+00
2.247936548031120e-02	3.488600e+00
2.248515217310369e-02	3.504152e+00
2.249094838139212e-02	3.519019e+00
2.249745888670689e-02	3.534896e+00
2.250484087908583e-02	3.552084e+00
2.251352875069424e-02	3.571405e+00
2.252446559109703e-02	3.594650e+00
2.253895262097989e-02	3.624053e+00
2.255966714039245e-02	3.664152e+00
2.259200248337149e-02	3.723805e+00
2.264800326415914e-02	3.821636e+00
2.275803497073016e-02	3.995528e+00
2.297809838387221e-02	4.291343e+00
2.307933197198451e-02	4.391605e+00
2.314733462476638e-02	4.432719e+00
2.319620681947610e-02	4.448715e+00
2.323254527486231e-02	4.452019e+00
2.327277262743782e-02	4.446262e+00
2.332110566806455e-02	4.426376e+00
2.337130014754375e-02	4.381492e+00
2.345269781218922e-02	4.259920e+00
2.346892371858347e-02	4.203362e+00
2.350137553137195e-02	3.942982e+00
2.352131185434547e-02	3.580420e+00
2.353965774777281e-02	3.021988e+00
2.355021636519919e-02	2.674790e+00
2.355754753764722e-02	2.512482e+00
2.356091123769579e-02	2.484730e+00
2.356444962483007e-02	2.475162e+00
2.356800002818242e-02	2.465535e+00
2.357510083488712e-02	2.447206e+00
2.358400033617062e-02	2.426009e+00
2.359978482132736e-02	2.392107e+00
2.362945423105667e-02	2.335278e+00
2.368868954506290e-02	2.233502e+00
2.380716017307535e-02	2.046158e+00
2.394756001043286e-02	1.842746e+00
2.405386432891696e-02	1.713315e+00
2.414326761060536e-02	1.639861e+00
2.423637245264941e-02	1.600150e+00
2.427497363566829e-02	1.592760e+00
2.430506415605831e-02	1.590331e+00
2.433872631264012e-02	1.589240e+00
2.437835665093056e-02	1.590202e+00
2.440807673599568e-02	1.592873e+00
2.444417693700048e-02	1.598891e+00
2.448603157023923e-02	1.613006e+00
2.453452583402374e-02	1.649543e+00
2.457485561239942e-02	1.725497e+00
2.461339656613871e-02	1.912256e+00
2.463577813238207e-02	2.193537e+00
2.465147414366533e-02	2.596635e+00
2.466663460418416e-02	3.144373e+00
2.467393145758592e-02	3.379623e+00
2.468093415515958e-02	3.500062e+00
2.468471262218727e-02	3.520807e+00
